"Path","RelPath","Ext","UsesJSX","HasTypes","UsesCJS","UsesRequire","UsesAlias","Bytes"
"C:\TruthSource\docs\comparison\converted to TSX\inspectionReportRoutes.tsx","docs\comparison\converted to TSX\inspectionReportRoutes.tsx",".tsx","True","True","False","False","False","660"
"C:\TruthSource\docs\comparison\converted to TSX\InspectionReportViewer.tsx","docs\comparison\converted to TSX\InspectionReportViewer.tsx",".tsx","True","True","False","False","False","660"
"C:\TruthSource\docs\comparison\converted to TSX\InspectionReportViewerPage.tsx","docs\comparison\converted to TSX\InspectionReportViewerPage.tsx",".tsx","True","True","False","False","False","676"
"C:\TruthSource\docs\comparison\converted to TSX\inspectionRoutes.tsx","docs\comparison\converted to TSX\inspectionRoutes.tsx",".tsx","True","True","False","False","False","636"
"C:\TruthSource\docs\comparison\converted to TSX\inspections.tsx","docs\comparison\converted to TSX\inspections.tsx",".tsx","True","True","False","False","False","616"
"C:\TruthSource\docs\comparison\converted to TSX\InspectionSearchBar.tsx","docs\comparison\converted to TSX\InspectionSearchBar.tsx",".tsx","True","True","False","False","False","648"
"C:\TruthSource\docs\comparison\converted to TSX\inspectionSubmitRoute.tsx","docs\comparison\converted to TSX\inspectionSubmitRoute.tsx",".tsx","True","True","False","False","False","656"
"C:\TruthSource\docs\comparison\converted to TSX\InstitutionalWaiverModal.tsx","docs\comparison\converted to TSX\InstitutionalWaiverModal.tsx",".tsx","True","True","False","False","False","668"
"C:\TruthSource\docs\comparison\converted to TSX\InsuranceBidPortal.tsx","docs\comparison\converted to TSX\InsuranceBidPortal.tsx",".tsx","True","True","False","False","False","644"
"C:\TruthSource\docs\comparison\converted to TSX\InsuranceDashboard.tsx","docs\comparison\converted to TSX\InsuranceDashboard.tsx",".tsx","True","True","False","False","False","644"
"C:\TruthSource\docs\comparison\converted to TSX\InsuranceDeploymentChecklist.tsx","docs\comparison\converted to TSX\InsuranceDeploymentChecklist.tsx",".tsx","True","True","False","False","False","684"
"C:\TruthSource\docs\comparison\converted to TSX\InsuranceProvider.tsx","docs\comparison\converted to TSX\InsuranceProvider.tsx",".tsx","True","True","False","False","False","640"
"C:\TruthSource\docs\comparison\converted to TSX\InsuranceProviderDashboard.tsx","docs\comparison\converted to TSX\InsuranceProviderDashboard.tsx",".tsx","True","True","False","False","False","676"
"C:\TruthSource\docs\comparison\converted to TSX\insuranceRoutes.tsx","docs\comparison\converted to TSX\insuranceRoutes.tsx",".tsx","True","True","False","False","False","632"
"C:\TruthSource\docs\comparison\converted to TSX\insurerBucket.tsx","docs\comparison\converted to TSX\insurerBucket.tsx",".tsx","True","True","False","False","False","624"
"C:\TruthSource\docs\comparison\converted to TSX\InsurerDashboard.tsx","docs\comparison\converted to TSX\InsurerDashboard.tsx",".tsx","True","True","False","False","False","636"
"C:\TruthSource\docs\comparison\converted to TSX\integrationReportValidation.tsx","docs\comparison\converted to TSX\integrationReportValidation.tsx",".tsx","True","True","False","False","False","680"
"C:\TruthSource\docs\comparison\converted to TSX\Judge.tsx","docs\comparison\converted to TSX\Judge.tsx",".tsx","True","True","False","False","False","592"
"C:\TruthSource\docs\comparison\converted to TSX\JudgeBadgeRenderer.tsx","docs\comparison\converted to TSX\JudgeBadgeRenderer.tsx",".tsx","True","True","False","False","False","644"
"C:\TruthSource\docs\comparison\converted to TSX\judgeBucket.tsx","docs\comparison\converted to TSX\judgeBucket.tsx",".tsx","True","True","False","False","False","616"
"C:\TruthSource\docs\comparison\converted to TSX\JudgeController.tsx","docs\comparison\converted to TSX\JudgeController.tsx",".tsx","True","True","False","False","False","632"
"C:\TruthSource\docs\comparison\converted to TSX\JudgeDashboard.tsx","docs\comparison\converted to TSX\JudgeDashboard.tsx",".tsx","True","True","False","False","False","628"
"C:\TruthSource\docs\comparison\converted to TSX\JudgeDisputeVote.tsx","docs\comparison\converted to TSX\JudgeDisputeVote.tsx",".tsx","True","True","False","False","False","636"
"C:\TruthSource\docs\comparison\converted to TSX\JudgeLeaderboard.tsx","docs\comparison\converted to TSX\JudgeLeaderboard.tsx",".tsx","True","True","False","False","False","636"
"C:\TruthSource\docs\comparison\converted to TSX\judgeRoutes.tsx","docs\comparison\converted to TSX\judgeRoutes.tsx",".tsx","True","True","False","False","False","616"
"C:\TruthSource\docs\comparison\converted to TSX\JudgeVotePanel.tsx","docs\comparison\converted to TSX\JudgeVotePanel.tsx",".tsx","True","True","False","False","False","628"
"C:\TruthSource\docs\comparison\converted to TSX\LaunchChecklist.tsx","docs\comparison\converted to TSX\LaunchChecklist.tsx",".tsx","True","True","False","False","False","632"
"C:\TruthSource\docs\comparison\converted to TSX\LeaveReview.tsx","docs\comparison\converted to TSX\LeaveReview.tsx",".tsx","True","True","False","False","False","616"
"C:\TruthSource\docs\comparison\converted to TSX\LenderAnalyticsDashboard.tsx","docs\comparison\converted to TSX\LenderAnalyticsDashboard.tsx",".tsx","True","True","False","False","False","668"
"C:\TruthSource\docs\comparison\converted to TSX\LenderAuctionHistory.tsx","docs\comparison\converted to TSX\LenderAuctionHistory.tsx",".tsx","True","True","False","False","False","652"
"C:\TruthSource\docs\comparison\converted to TSX\LenderBidDetailCard.tsx","docs\comparison\converted to TSX\LenderBidDetailCard.tsx",".tsx","True","True","False","False","False","648"
"C:\TruthSource\docs\comparison\converted to TSX\LenderBiddingDashboard.tsx","docs\comparison\converted to TSX\LenderBiddingDashboard.tsx",".tsx","True","True","False","False","False","660"
"C:\TruthSource\docs\comparison\converted to TSX\LenderBidInterface.tsx","docs\comparison\converted to TSX\LenderBidInterface.tsx",".tsx","True","True","False","False","False","644"
"C:\TruthSource\docs\comparison\converted to TSX\lenderBucket.tsx","docs\comparison\converted to TSX\lenderBucket.tsx",".tsx","True","True","False","False","False","620"
"C:\TruthSource\docs\comparison\converted to TSX\LenderContractReview.tsx","docs\comparison\converted to TSX\LenderContractReview.tsx",".tsx","True","True","False","False","False","652"
"C:\TruthSource\docs\comparison\converted to TSX\LenderContractSummary.tsx","docs\comparison\converted to TSX\LenderContractSummary.tsx",".tsx","True","True","False","False","False","656"
"C:\TruthSource\docs\comparison\converted to TSX\LenderDashboard.tsx","docs\comparison\converted to TSX\LenderDashboard.tsx",".tsx","True","True","False","False","False","632"
"C:\TruthSource\docs\comparison\converted to TSX\LenderExportCenter.tsx","docs\comparison\converted to TSX\LenderExportCenter.tsx",".tsx","True","True","False","False","False","644"
"C:\TruthSource\docs\comparison\converted to TSX\LenderExportPanel.tsx","docs\comparison\converted to TSX\LenderExportPanel.tsx",".tsx","True","True","False","False","False","640"
"C:\TruthSource\docs\comparison\converted to TSX\LenderInsightsPanel.tsx","docs\comparison\converted to TSX\LenderInsightsPanel.tsx",".tsx","True","True","False","False","False","648"
"C:\TruthSource\docs\comparison\converted to TSX\LenderMatchEngineGrokOld4.tsx","docs\comparison\converted to TSX\LenderMatchEngineGrokOld4.tsx",".tsx","True","True","False","False","False","672"
"C:\TruthSource\docs\comparison\converted to TSX\LenderMatchListView.tsx","docs\comparison\converted to TSX\LenderMatchListView.tsx",".tsx","True","True","False","False","False","648"
"C:\TruthSource\docs\comparison\converted to TSX\LenderMatchPreviewCard.tsx","docs\comparison\converted to TSX\LenderMatchPreviewCard.tsx",".tsx","True","True","False","False","False","660"
"C:\TruthSource\docs\comparison\converted to TSX\LenderOnboardingForm.tsx","docs\comparison\converted to TSX\LenderOnboardingForm.tsx",".tsx","True","True","False","False","False","652"
"C:\TruthSource\docs\comparison\converted to TSX\LenderPreApprovalDashboard.tsx","docs\comparison\converted to TSX\LenderPreApprovalDashboard.tsx",".tsx","True","True","False","False","False","676"
"C:\TruthSource\docs\comparison\converted to TSX\LenderProfilePage.tsx","docs\comparison\converted to TSX\LenderProfilePage.tsx",".tsx","True","True","False","False","False","640"
"C:\TruthSource\docs\comparison\converted to TSX\LenderReputationSummary.tsx","docs\comparison\converted to TSX\LenderReputationSummary.tsx",".tsx","True","True","False","False","False","664"
"C:\TruthSource\docs\comparison\converted to TSX\LenderReviewDashboard.tsx","docs\comparison\converted to TSX\LenderReviewDashboard.tsx",".tsx","True","True","False","False","False","656"
"C:\TruthSource\docs\comparison\converted to TSX\LenderTermsExporterGrokOld2.tsx","docs\comparison\converted to TSX\LenderTermsExporterGrokOld2.tsx",".tsx","True","True","False","False","False","680"
"C:\TruthSource\docs\comparison\converted to TSX\lenderTermsHistoryRouteOld.tsx","docs\comparison\converted to TSX\lenderTermsHistoryRouteOld.tsx",".tsx","True","True","False","False","False","676"
"C:\TruthSource\docs\comparison\converted to TSX\listing-suggestions.tsx","docs\comparison\converted to TSX\listing-suggestions.tsx",".tsx","True","True","False","False","False","648"
"C:\TruthSource\docs\comparison\converted to TSX\ListingApproval.tsx","docs\comparison\converted to TSX\ListingApproval.tsx",".tsx","True","True","False","False","False","632"
"C:\TruthSource\docs\comparison\converted to TSX\listingController.tsx","docs\comparison\converted to TSX\listingController.tsx",".tsx","True","True","False","False","False","640"
"C:\TruthSource\docs\comparison\converted to TSX\ListingDetails.tsx","docs\comparison\converted to TSX\ListingDetails.tsx",".tsx","True","True","False","False","False","628"
"C:\TruthSource\docs\comparison\converted to TSX\LiveStreamAuction.tsx","docs\comparison\converted to TSX\LiveStreamAuction.tsx",".tsx","True","True","False","False","False","640"
"C:\TruthSource\docs\comparison\converted to TSX\LoanComparison.tsx","docs\comparison\converted to TSX\LoanComparison.tsx",".tsx","True","True","False","False","False","628"
"C:\TruthSource\docs\comparison\converted to TSX\LoanMatchEngine.tsx","docs\comparison\converted to TSX\LoanMatchEngine.tsx",".tsx","True","True","False","False","False","632"
"C:\TruthSource\docs\comparison\converted to TSX\LoanOffer.tsx","docs\comparison\converted to TSX\LoanOffer.tsx",".tsx","True","True","False","False","False","608"
"C:\TruthSource\docs\comparison\converted to TSX\loanOfferController.tsx","docs\comparison\converted to TSX\loanOfferController.tsx",".tsx","True","True","False","False","False","648"
"C:\TruthSource\docs\comparison\converted to TSX\LoanRequest.tsx","docs\comparison\converted to TSX\LoanRequest.tsx",".tsx","True","True","False","False","False","616"
"C:\TruthSource\docs\comparison\converted to TSX\Login.tsx","docs\comparison\converted to TSX\Login.tsx",".tsx","True","True","False","False","False","592"
"C:\TruthSource\docs\comparison\converted to TSX\LoginForm.tsx","docs\comparison\converted to TSX\LoginForm.tsx",".tsx","True","True","False","False","False","608"
"C:\TruthSource\docs\comparison\converted to TSX\LoyaltyProgramEngineGrokOld.tsx","docs\comparison\converted to TSX\LoyaltyProgramEngineGrokOld.tsx",".tsx","True","True","False","False","False","680"
"C:\TruthSource\docs\comparison\converted to TSX\LoyaltyRewards.tsx","docs\comparison\converted to TSX\LoyaltyRewards.tsx",".tsx","True","True","False","False","False","628"
"C:\TruthSource\docs\comparison\converted to TSX\main.02538dfd.tsx","docs\comparison\converted to TSX\main.02538dfd.tsx",".tsx","True","True","False","False","False","624"
"C:\TruthSource\docs\comparison\converted to TSX\main.d73b4b69.tsx","docs\comparison\converted to TSX\main.d73b4b69.tsx",".tsx","True","True","False","False","False","624"
"C:\TruthSource\docs\comparison\converted to TSX\MarketplaceInsightsDashboard.cy.tsx","docs\comparison\converted to TSX\MarketplaceInsightsDashboard.cy.tsx",".tsx","True","True","False","False","False","696"
"C:\TruthSource\docs\comparison\converted to TSX\MechanicAIRepairRecommender.tsx","docs\comparison\converted to TSX\MechanicAIRepairRecommender.tsx",".tsx","True","True","False","False","False","680"
"C:\TruthSource\docs\comparison\converted to TSX\MechanicAuctionHistory.tsx","docs\comparison\converted to TSX\MechanicAuctionHistory.tsx",".tsx","True","True","False","False","False","660"
"C:\TruthSource\docs\comparison\converted to TSX\MechanicBadgeCelebrationLogic.tsx","docs\comparison\converted to TSX\MechanicBadgeCelebrationLogic.tsx",".tsx","True","True","False","False","False","688"
"C:\TruthSource\docs\comparison\converted to TSX\mechanicBucket.tsx","docs\comparison\converted to TSX\mechanicBucket.tsx",".tsx","True","True","False","False","False","628"
"C:\TruthSource\docs\comparison\converted to TSX\MechanicDashboard.tsx","docs\comparison\converted to TSX\MechanicDashboard.tsx",".tsx","True","True","False","False","False","640"
"C:\TruthSource\docs\comparison\converted to TSX\MechanicFeedbackLogger.tsx","docs\comparison\converted to TSX\MechanicFeedbackLogger.tsx",".tsx","True","True","False","False","False","660"
"C:\TruthSource\docs\comparison\converted to TSX\MechanicFeedbackLoggerOld.tsx","docs\comparison\converted to TSX\MechanicFeedbackLoggerOld.tsx",".tsx","True","True","False","False","False","672"
"C:\TruthSource\docs\comparison\converted to TSX\mechanicHealthCheck.tsx","docs\comparison\converted to TSX\mechanicHealthCheck.tsx",".tsx","True","True","False","False","False","648"
"C:\TruthSource\docs\comparison\converted to TSX\MechanicInspectionDetail.tsx","docs\comparison\converted to TSX\MechanicInspectionDetail.tsx",".tsx","True","True","False","False","False","668"
"C:\TruthSource\docs\comparison\converted to TSX\mechanicMilestoneTracker.tsx","docs\comparison\converted to TSX\mechanicMilestoneTracker.tsx",".tsx","True","True","False","False","False","668"
"C:\TruthSource\docs\comparison\converted to TSX\mechanicRoutes.tsx","docs\comparison\converted to TSX\mechanicRoutes.tsx",".tsx","True","True","False","False","False","628"
"C:\TruthSource\docs\comparison\converted to TSX\MechanicVoiceDictationOld.tsx","docs\comparison\converted to TSX\MechanicVoiceDictationOld.tsx",".tsx","True","True","False","False","False","672"
"C:\TruthSource\docs\comparison\converted to TSX\Message.tsx","docs\comparison\converted to TSX\Message.tsx",".tsx","True","True","False","False","False","600"
"C:\TruthSource\docs\comparison\converted to TSX\MessageBubble.tsx","docs\comparison\converted to TSX\MessageBubble.tsx",".tsx","True","True","False","False","False","624"
"C:\TruthSource\docs\comparison\converted to TSX\messageControllerGrokOld.tsx","docs\comparison\converted to TSX\messageControllerGrokOld.tsx",".tsx","True","True","False","False","False","668"
"C:\TruthSource\docs\comparison\converted to TSX\messageRoutes.tsx","docs\comparison\converted to TSX\messageRoutes.tsx",".tsx","True","True","False","False","False","624"
"C:\TruthSource\docs\comparison\converted to TSX\messages.tsx","docs\comparison\converted to TSX\messages.tsx",".tsx","True","True","False","False","False","604"
"C:\TruthSource\docs\comparison\converted to TSX\Messaging.tsx","docs\comparison\converted to TSX\Messaging.tsx",".tsx","True","True","False","False","False","608"
"C:\TruthSource\docs\comparison\converted to TSX\MessagingService.tsx","docs\comparison\converted to TSX\MessagingService.tsx",".tsx","True","True","False","False","False","636"
"C:\TruthSource\docs\comparison\converted to TSX\missionRoutes.tsx","docs\comparison\converted to TSX\missionRoutes.tsx",".tsx","True","True","False","False","False","624"
"C:\TruthSource\docs\comparison\converted to TSX\MLModel.tsx","docs\comparison\converted to TSX\MLModel.tsx",".tsx","True","True","False","False","False","600"
"C:\TruthSource\docs\comparison\converted to TSX\MLModeldOld.tsx","docs\comparison\converted to TSX\MLModeldOld.tsx",".tsx","True","True","False","False","False","616"
"C:\TruthSource\docs\comparison\converted to TSX\MobileBidHandler.tsx","docs\comparison\converted to TSX\MobileBidHandler.tsx",".tsx","True","True","False","False","False","636"
"C:\TruthSource\docs\comparison\converted to TSX\MobileNotifications.tsx","docs\comparison\converted to TSX\MobileNotifications.tsx",".tsx","True","True","False","False","False","648"
"C:\TruthSource\docs\comparison\converted to TSX\MyDisputes.tsx","docs\comparison\converted to TSX\MyDisputes.tsx",".tsx","True","True","False","False","False","612"
"C:\TruthSource\docs\comparison\converted to TSX\Navbar.tsx","docs\comparison\converted to TSX\Navbar.tsx",".tsx","True","True","False","False","False","596"
"C:\TruthSource\docs\comparison\converted to TSX\NavbarMobileToggle.tsx","docs\comparison\converted to TSX\NavbarMobileToggle.tsx",".tsx","True","True","False","False","False","644"
"C:\TruthSource\docs\comparison\converted to TSX\notification.tsx","docs\comparison\converted to TSX\notification.tsx",".tsx","True","True","False","False","False","620"
"C:\TruthSource\docs\comparison\converted to TSX\NotificationCenter.tsx","docs\comparison\converted to TSX\NotificationCenter.tsx",".tsx","True","True","False","False","False","644"
"C:\TruthSource\docs\comparison\converted to TSX\notificationTrigger.tsx","docs\comparison\converted to TSX\notificationTrigger.tsx",".tsx","True","True","False","False","False","648"
"C:\TruthSource\docs\comparison\converted to TSX\OffersHistory.tsx","docs\comparison\converted to TSX\OffersHistory.tsx",".tsx","True","True","False","False","False","624"
"C:\TruthSource\docs\comparison\converted to TSX\onboardingController.tsx","docs\comparison\converted to TSX\onboardingController.tsx",".tsx","True","True","False","False","False","652"
"C:\TruthSource\docs\comparison\converted to TSX\OnboardingGuide.tsx","docs\comparison\converted to TSX\OnboardingGuide.tsx",".tsx","True","True","False","False","False","632"
"C:\TruthSource\docs\comparison\converted to TSX\OnboardingTrigger.tsx","docs\comparison\converted to TSX\OnboardingTrigger.tsx",".tsx","True","True","False","False","False","640"
"C:\TruthSource\docs\comparison\converted to TSX\partnerBucket.tsx","docs\comparison\converted to TSX\partnerBucket.tsx",".tsx","True","True","False","False","False","624"
"C:\TruthSource\docs\comparison\converted to TSX\pathFixValidator.tsx","docs\comparison\converted to TSX\pathFixValidator.tsx",".tsx","True","True","False","False","False","636"
"C:\TruthSource\docs\comparison\converted to TSX\paymentController.tsx","docs\comparison\converted to TSX\paymentController.tsx",".tsx","True","True","False","False","False","640"
"C:\TruthSource\docs\comparison\converted to TSX\PaymentForm.tsx","docs\comparison\converted to TSX\PaymentForm.tsx",".tsx","True","True","False","False","False","616"
"C:\TruthSource\docs\comparison\converted to TSX\PaymentProcessor.tsx","docs\comparison\converted to TSX\PaymentProcessor.tsx",".tsx","True","True","False","False","False","636"
"C:\TruthSource\docs\comparison\converted to TSX\payouts.tsx","docs\comparison\converted to TSX\payouts.tsx",".tsx","True","True","False","False","False","600"
"C:\TruthSource\docs\comparison\converted to TSX\PerformanceMonitor.tsx","docs\comparison\converted to TSX\PerformanceMonitor.tsx",".tsx","True","True","False","False","False","644"
"C:\TruthSource\docs\comparison\converted to TSX\PerformanceOptimizer.tsx","docs\comparison\converted to TSX\PerformanceOptimizer.tsx",".tsx","True","True","False","False","False","652"
"C:\TruthSource\docs\comparison\converted to TSX\performanceValidation.tsx","docs\comparison\converted to TSX\performanceValidation.tsx",".tsx","True","True","False","False","False","656"
"C:\TruthSource\docs\comparison\converted to TSX\photoEvidenceRoutes.tsx","docs\comparison\converted to TSX\photoEvidenceRoutes.tsx",".tsx","True","True","False","False","False","648"
"C:\TruthSource\docs\comparison\converted to TSX\PhotoEvidenceViewer.tsx","docs\comparison\converted to TSX\PhotoEvidenceViewer.tsx",".tsx","True","True","False","False","False","648"
"C:\TruthSource\docs\comparison\converted to TSX\PhotoProofUpload.tsx","docs\comparison\converted to TSX\PhotoProofUpload.tsx",".tsx","True","True","False","False","False","636"
"C:\TruthSource\docs\comparison\converted to TSX\photoRoutes.tsx","docs\comparison\converted to TSX\photoRoutes.tsx",".tsx","True","True","False","False","False","616"
"C:\TruthSource\docs\comparison\converted to TSX\photoUploadRoutes.tsx","docs\comparison\converted to TSX\photoUploadRoutes.tsx",".tsx","True","True","False","False","False","640"
"C:\TruthSource\docs\comparison\converted to TSX\placeholder.tsx","docs\comparison\converted to TSX\placeholder.tsx",".tsx","True","True","False","False","False","616"
"C:\TruthSource\docs\comparison\converted to TSX\placeholders.tsx","docs\comparison\converted to TSX\placeholders.tsx",".tsx","True","True","False","False","False","620"
"C:\TruthSource\docs\comparison\converted to TSX\PlatformMonitor.tsx","docs\comparison\converted to TSX\PlatformMonitor.tsx",".tsx","True","True","False","False","False","632"
"C:\TruthSource\docs\comparison\converted to TSX\PostAuctionInsights.tsx","docs\comparison\converted to TSX\PostAuctionInsights.tsx",".tsx","True","True","False","False","False","648"
"C:\TruthSource\docs\comparison\converted to TSX\posts.tsx","docs\comparison\converted to TSX\posts.tsx",".tsx","True","True","False","False","False","592"
"C:\TruthSource\docs\comparison\converted to TSX\PredictionEngine.tsx","docs\comparison\converted to TSX\PredictionEngine.tsx",".tsx","True","True","False","False","False","636"
"C:\TruthSource\docs\comparison\converted to TSX\PredictiveAssistant.tsx","docs\comparison\converted to TSX\PredictiveAssistant.tsx",".tsx","True","True","False","False","False","648"
"C:\TruthSource\docs\comparison\converted to TSX\PredictiveAssistantOld.tsx","docs\comparison\converted to TSX\PredictiveAssistantOld.tsx",".tsx","True","True","False","False","False","660"
"C:\TruthSource\docs\comparison\converted to TSX\PreferencesSetup.tsx","docs\comparison\converted to TSX\PreferencesSetup.tsx",".tsx","True","True","False","False","False","636"
"C:\TruthSource\docs\comparison\converted to TSX\PremiumSupportChat.tsx","docs\comparison\converted to TSX\PremiumSupportChat.tsx",".tsx","True","True","False","False","False","644"
"C:\TruthSource\docs\comparison\converted to TSX\profile.tsx","docs\comparison\converted to TSX\profile.tsx",".tsx","True","True","False","False","False","600"
"C:\TruthSource\docs\comparison\converted to TSX\profileviews.tsx","docs\comparison\converted to TSX\profileviews.tsx",".tsx","True","True","False","False","False","620"
"C:\TruthSource\docs\comparison\converted to TSX\proofOfDeliveryController.tsx","docs\comparison\converted to TSX\proofOfDeliveryController.tsx",".tsx","True","True","False","False","False","672"
"C:\TruthSource\docs\comparison\converted to TSX\QuoteSubmissionForm.tsx","docs\comparison\converted to TSX\QuoteSubmissionForm.tsx",".tsx","True","True","False","False","False","648"
"C:\TruthSource\docs\comparison\converted to TSX\RateHaulerForm.tsx","docs\comparison\converted to TSX\RateHaulerForm.tsx",".tsx","True","True","False","False","False","628"
"C:\TruthSource\docs\comparison\converted to TSX\RateLimiter.tsx","docs\comparison\converted to TSX\RateLimiter.tsx",".tsx","True","True","False","False","False","616"
"C:\TruthSource\docs\comparison\converted to TSX\RealTimePredictor.tsx","docs\comparison\converted to TSX\RealTimePredictor.tsx",".tsx","True","True","False","False","False","640"
"C:\TruthSource\docs\comparison\converted to TSX\RecommendationEngine.tsx","docs\comparison\converted to TSX\RecommendationEngine.tsx",".tsx","True","True","False","False","False","652"
"C:\TruthSource\docs\comparison\converted to TSX\recreateFiles.tsx","docs\comparison\converted to TSX\recreateFiles.tsx",".tsx","True","True","False","False","False","624"
"C:\TruthSource\docs\comparison\converted to TSX\Register.tsx","docs\comparison\converted to TSX\Register.tsx",".tsx","True","True","False","False","False","604"
"C:\TruthSource\docs\comparison\converted to TSX\RegisterForm.tsx","docs\comparison\converted to TSX\RegisterForm.tsx",".tsx","True","True","False","False","False","620"
"C:\TruthSource\docs\comparison\converted to TSX\RegisterGrokOld.tsx","docs\comparison\converted to TSX\RegisterGrokOld.tsx",".tsx","True","True","False","False","False","632"
"C:\TruthSource\docs\comparison\converted to TSX\render-base.tsx","docs\comparison\converted to TSX\render-base.tsx",".tsx","True","True","False","False","False","616"
"C:\TruthSource\docs\comparison\converted to TSX\render-buyer.tsx","docs\comparison\converted to TSX\render-buyer.tsx",".tsx","True","True","False","False","False","620"
"C:\TruthSource\docs\comparison\converted to TSX\render-seller.tsx","docs\comparison\converted to TSX\render-seller.tsx",".tsx","True","True","False","False","False","624"
"C:\TruthSource\docs\comparison\converted to TSX\reputationEngine.tsx","docs\comparison\converted to TSX\reputationEngine.tsx",".tsx","True","True","False","False","False","636"
"C:\TruthSource\docs\comparison\converted to TSX\resetAdminPassword.tsx","docs\comparison\converted to TSX\resetAdminPassword.tsx",".tsx","True","True","False","False","False","644"
"C:\TruthSource\docs\comparison\converted to TSX\RewardHelper.tsx","docs\comparison\converted to TSX\RewardHelper.tsx",".tsx","True","True","False","False","False","620"
"C:\TruthSource\docs\comparison\converted to TSX\RoleActivityCharts.tsx","docs\comparison\converted to TSX\RoleActivityCharts.tsx",".tsx","True","True","False","False","False","644"
"C:\TruthSource\docs\comparison\converted to TSX\rolerequests.tsx","docs\comparison\converted to TSX\rolerequests.tsx",".tsx","True","True","False","False","False","620"
"C:\TruthSource\docs\comparison\converted to TSX\router.tsx","docs\comparison\converted to TSX\router.tsx",".tsx","True","True","False","False","False","596"
"C:\TruthSource\docs\comparison\converted to TSX\scalabilityValidation.tsx","docs\comparison\converted to TSX\scalabilityValidation.tsx",".tsx","True","True","False","False","False","656"
"C:\TruthSource\docs\comparison\converted to TSX\SecurityAudit.tsx","docs\comparison\converted to TSX\SecurityAudit.tsx",".tsx","True","True","False","False","False","624"
"C:\TruthSource\docs\comparison\converted to TSX\SecurityLogger.tsx","docs\comparison\converted to TSX\SecurityLogger.tsx",".tsx","True","True","False","False","False","628"
"C:\TruthSource\docs\comparison\converted to TSX\seed.tsx","docs\comparison\converted to TSX\seed.tsx",".tsx","True","True","False","False","False","588"
"C:\TruthSource\docs\comparison\converted to TSX\seedAuctions.tsx","docs\comparison\converted to TSX\seedAuctions.tsx",".tsx","True","True","False","False","False","620"
"C:\TruthSource\docs\comparison\converted to TSX\SellerBadgePanel.tsx","docs\comparison\converted to TSX\SellerBadgePanel.tsx",".tsx","True","True","False","False","True","2201"
"C:\TruthSource\docs\comparison\converted to TSX\sellerBucket.tsx","docs\comparison\converted to TSX\sellerBucket.tsx",".tsx","True","True","False","False","False","620"
"C:\TruthSource\docs\comparison\converted to TSX\SellerDashboardGrokOld.tsx","docs\comparison\converted to TSX\SellerDashboardGrokOld.tsx",".tsx","True","True","False","False","False","660"
"C:\TruthSource\docs\comparison\converted to TSX\SellerEditListing.tsx","docs\comparison\converted to TSX\SellerEditListing.tsx",".tsx","True","True","False","False","False","640"
"C:\TruthSource\docs\comparison\converted to TSX\SellerPricingTool.tsx","docs\comparison\converted to TSX\SellerPricingTool.tsx",".tsx","True","True","False","False","False","640"
"C:\TruthSource\docs\comparison\converted to TSX\sellerReputationMeta.GrokOld.tsx","docs\comparison\converted to TSX\sellerReputationMeta.GrokOld.tsx",".tsx","True","True","False","False","False","684"
"C:\TruthSource\docs\comparison\converted to TSX\sellerReputationMeta.tsx","docs\comparison\converted to TSX\sellerReputationMeta.tsx",".tsx","True","True","False","False","False","652"
"C:\TruthSource\docs\comparison\converted to TSX\sellerReputationMetaGrokOld.tsx","docs\comparison\converted to TSX\sellerReputationMetaGrokOld.tsx",".tsx","True","True","False","False","False","680"
"C:\TruthSource\docs\comparison\converted to TSX\sellerRoutes.tsx","docs\comparison\converted to TSX\sellerRoutes.tsx",".tsx","True","True","False","False","False","620"
"C:\TruthSource\docs\comparison\converted to TSX\SellerViewListings.tsx","docs\comparison\converted to TSX\SellerViewListings.tsx",".tsx","True","True","False","False","False","644"
"C:\TruthSource\docs\comparison\converted to TSX\SEOHelper.tsx","docs\comparison\converted to TSX\SEOHelper.tsx",".tsx","True","True","False","False","False","608"
"C:\TruthSource\docs\comparison\converted to TSX\server.tsx","docs\comparison\converted to TSX\server.tsx",".tsx","True","True","False","False","False","596"
"C:\TruthSource\docs\comparison\converted to TSX\SessionValidator.tsx","docs\comparison\converted to TSX\SessionValidator.tsx",".tsx","True","True","False","False","False","636"
"C:\TruthSource\docs\comparison\converted to TSX\SessionValidatorOld.tsx","docs\comparison\converted to TSX\SessionValidatorOld.tsx",".tsx","True","True","False","False","False","648"
"C:\TruthSource\docs\comparison\converted to TSX\shiftRoutes.tsx","docs\comparison\converted to TSX\shiftRoutes.tsx",".tsx","True","True","False","False","False","616"
"C:\TruthSource\docs\comparison\converted to TSX\Sidebar.tsx","docs\comparison\converted to TSX\Sidebar.tsx",".tsx","True","True","False","False","False","600"
"C:\TruthSource\docs\comparison\converted to TSX\SmartDelayPredictor.tsx","docs\comparison\converted to TSX\SmartDelayPredictor.tsx",".tsx","True","True","False","False","False","648"
"C:\TruthSource\docs\comparison\converted to TSX\SmartInsightsWidget.tsx","docs\comparison\converted to TSX\SmartInsightsWidget.tsx",".tsx","True","True","False","False","False","648"
"C:\TruthSource\docs\comparison\converted to TSX\SmartRecommendations.tsx","docs\comparison\converted to TSX\SmartRecommendations.tsx",".tsx","True","True","False","False","False","652"
